minute,slippage_per_share,x_t_allocated
2025-04-03 15:09:00+00:00,0.04600000000000293,1
2025-04-03 15:10:00+00:00,0.03999999999999915,1
2025-04-03 15:11:00+00:00,0.039999999999995595,1
2025-04-03 15:12:00+00:00,0.029999999999997584,2
2025-04-03 15:13:00+00:00,0.04000000000000625,1
2025-04-03 15:14:00+00:00,0.030000000000001137,2
2025-04-03 15:15:00+00:00,0.024999999999995026,2
2025-04-03 15:16:00+00:00,0.07000000000000384,1
2025-04-03 15:17:00+00:00,0.06999999999999673,1
2025-04-03 15:18:00+00:00,0.04500000000000526,1
2025-04-03 15:19:00+00:00,0.05500000000000682,1
2025-04-03 15:20:00+00:00,0.05000000000000071,1
2025-04-03 15:21:00+00:00,0.05000000000000071,1
2025-04-03 15:22:00+00:00,0.054999999999999716,1
2025-04-03 15:23:00+00:00,0.0400000000000027,1
2025-04-03 15:24:00+00:00,0.05000000000000071,1
2025-04-03 15:25:00+00:00,0.03500000000000014,2
2025-04-03 15:26:00+00:00,0.03999999999999915,1
2025-04-03 15:27:00+00:00,0.03999999999999915,1
2025-04-03 15:28:00+00:00,0.03999999999999915,1
2025-04-03 15:29:00+00:00,0.03999999999999915,1
2025-04-03 15:30:00+00:00,0.05000000000000426,1
2025-04-03 15:31:00+00:00,0.05999999999999872,1
2025-04-03 15:32:00+00:00,0.05000000000000071,1
2025-04-03 15:33:00+00:00,0.02499999999999858,2
2025-04-03 15:34:00+00:00,0.05000000000000071,1
2025-04-03 15:35:00+00:00,0.04499999999999815,1
2025-04-03 15:36:00+00:00,0.03500000000000014,2
2025-04-03 15:37:00+00:00,0.04499999999999815,1
2025-04-03 15:38:00+00:00,0.06500000000000128,1
2025-04-03 15:39:00+00:00,0.039999999999995595,1
2025-04-03 15:40:00+00:00,0.039999999999995595,1
2025-04-03 15:41:00+00:00,0.05499999999999616,1
2025-04-03 15:42:00+00:00,0.043000000000002814,1
2025-04-03 15:43:00+00:00,0.0400000000000027,1
2025-04-03 15:44:00+00:00,0.0449999999999946,1
2025-04-03 15:45:00+00:00,0.04500000000000526,1
2025-04-03 15:46:00+00:00,0.04999999999999716,1
2025-04-03 15:47:00+00:00,0.039999999999995595,1
2025-04-03 15:48:00+00:00,0.03499999999999659,2
2025-04-03 15:49:00+00:00,0.03500000000000014,2
2025-04-03 15:50:00+00:00,0.05000000000000071,1
2025-04-03 15:51:00+00:00,0.0400000000000027,1
2025-04-03 15:52:00+00:00,0.0400000000000027,1
2025-04-03 15:53:00+00:00,0.03500000000000014,2
2025-04-03 15:54:00+00:00,0.0799999999999983,1
2025-04-03 15:55:00+00:00,0.0449999999999946,1
2025-04-03 15:56:00+00:00,0.060000000000002274,1
2025-04-03 15:57:00+00:00,0.054999999999999716,1
2025-04-03 15:58:00+00:00,0.035000000000003695,2
2025-04-03 15:59:00+00:00,0.039999999999995595,1
2025-04-03 16:00:00+00:00,0.054999999999999716,1
2025-04-03 16:01:00+00:00,0.06499999999999773,1
2025-04-03 16:02:00+00:00,0.03999999999999915,1
2025-04-03 16:03:00+00:00,0.039999999999995595,1
2025-04-03 16:04:00+00:00,0.025000000000005684,2
2025-04-03 16:05:00+00:00,0.02000000000000668,3
2025-04-03 16:06:00+00:00,0.03000000000000469,2
2025-04-03 16:07:00+00:00,0.04000000000000625,1
2025-04-03 16:08:00+00:00,0.04000000000000625,1
2025-04-03 16:09:00+00:00,0.025000000000005684,2
2025-04-03 16:10:00+00:00,0.02499999999999858,2
2025-04-03 16:11:00+00:00,0.03500000000000014,2
2025-04-03 16:12:00+00:00,0.05000000000000071,1
2025-04-03 16:13:00+00:00,0.045000000000001705,1
2025-04-03 16:14:00+00:00,0.06299999999999883,1
2025-04-03 16:15:00+00:00,0.05000000000000071,1
2025-04-03 16:16:00+00:00,0.05000000000000071,1
2025-04-03 16:17:00+00:00,0.029999999999997584,2
2025-04-03 16:18:00+00:00,0.03500000000000014,2
2025-04-03 16:19:00+00:00,0.04999999999999716,1
2025-04-03 16:20:00+00:00,0.03000000000000469,2
2025-04-03 16:21:00+00:00,0.039999999999995595,1
2025-04-03 16:22:00+00:00,0.039999999999995595,1
2025-04-03 16:23:00+00:00,0.029999999999997584,2
2025-04-03 16:24:00+00:00,0.03499999999999659,2
2025-04-03 16:25:00+00:00,0.03499999999999659,2
2025-04-03 16:26:00+00:00,0.03500000000000014,2
2025-04-03 16:27:00+00:00,0.02499999999999858,2
2025-04-03 16:28:00+00:00,0.0400000000000027,1
2025-04-03 16:29:00+00:00,0.04999999999999716,1
2025-04-03 16:30:00+00:00,0.09000000000000341,1
2025-04-03 16:31:00+00:00,0.03500000000000014,2
2025-04-03 16:32:00+00:00,0.03500000000000014,2
2025-04-03 16:33:00+00:00,0.05499999999999616,1
2025-04-03 16:34:00+00:00,0.04999999999999716,1
2025-04-03 16:35:00+00:00,0.03599999999999781,2
2025-04-03 16:36:00+00:00,0.04499999999999815,1
2025-04-03 16:37:00+00:00,0.03500000000000014,2
2025-04-03 16:38:00+00:00,0.03500000000000014,2
2025-04-03 16:39:00+00:00,0.04499999999999815,1
2025-04-03 16:40:00+00:00,0.04499999999999815,1
2025-04-03 16:41:00+00:00,0.0400000000000027,1
2025-04-03 16:42:00+00:00,0.05699999999999861,1
2025-04-03 16:43:00+00:00,0.04100000000000392,1
2025-04-03 16:44:00+00:00,0.060000000000002274,1
2025-04-03 16:45:00+00:00,0.05700000000000216,1
2025-04-03 16:46:00+00:00,0.0400000000000027,1
2025-04-03 16:47:00+00:00,0.05699999999999861,1
2025-04-03 16:48:00+00:00,0.03500000000000014,2
2025-04-03 16:49:00+00:00,0.03500000000000014,2
2025-04-03 16:50:00+00:00,0.06500000000000128,1
2025-04-03 16:51:00+00:00,0.047999999999998266,1
2025-04-03 16:52:00+00:00,0.030000000000001137,2
2025-04-03 16:53:00+00:00,0.03999999999999915,1
2025-04-03 16:54:00+00:00,0.08999999999999986,1
2025-04-03 16:55:00+00:00,0.035000000000003695,2
2025-04-03 16:56:00+00:00,0.039999999999995595,1
2025-04-03 16:57:00+00:00,0.0400000000000027,1
2025-04-03 16:58:00+00:00,0.05500000000000327,1
2025-04-03 16:59:00+00:00,0.05500000000000327,1
2025-04-03 17:00:00+00:00,0.05000000000000071,1
2025-04-03 17:01:00+00:00,0.04500000000000526,1
2025-04-03 17:02:00+00:00,0.0400000000000027,1
2025-04-03 17:03:00+00:00,0.03500000000000014,2
2025-04-03 17:04:00+00:00,0.03500000000000014,2
2025-04-03 17:05:00+00:00,0.03499999999999659,2
2025-04-03 17:06:00+00:00,0.03999999999999915,1
2025-04-03 17:07:00+00:00,0.045000000000001705,1
2025-04-03 17:08:00+00:00,0.04499999999999815,1
2025-04-03 17:09:00+00:00,0.045000000000001705,1
2025-04-03 17:10:00+00:00,0.030000000000001137,2
2025-04-03 17:11:00+00:00,0.0400000000000027,1
2025-04-03 17:12:00+00:00,0.0400000000000027,1
2025-04-03 17:13:00+00:00,0.0400000000000027,1
2025-04-03 17:14:00+00:00,0.035000000000003695,2
2025-04-03 17:15:00+00:00,0.035000000000003695,2
2025-04-03 17:16:00+00:00,0.030999999999995254,2
2025-04-03 17:17:00+00:00,0.03599999999999781,2
2025-04-03 17:18:00+00:00,0.030000000000001137,2
2025-04-03 17:19:00+00:00,0.030000000000001137,2
2025-04-03 17:20:00+00:00,0.035000000000003695,2
2025-04-03 17:21:00+00:00,0.05000000000000426,1
2025-04-03 17:22:00+00:00,0.05499999999999616,1
2025-04-03 17:23:00+00:00,0.0799999999999983,1
2025-04-03 17:24:00+00:00,0.045000000000001705,1
2025-04-03 17:25:00+00:00,0.02999999999999403,2
2025-04-03 17:26:00+00:00,0.03999999999999915,1
2025-04-03 17:27:00+00:00,0.030000000000001137,2
2025-04-03 17:28:00+00:00,0.04999999999999716,1
2025-04-03 17:29:00+00:00,0.04999999999999716,1
2025-04-03 17:30:00+00:00,0.04999999999999716,1
2025-04-03 17:31:00+00:00,0.05499999999999616,1
